ABR PRP NOM PRP:det NOM;3
ABR PRP NOM PRP:det NOM NAM;3
NOM PRP PRO:PER;3
NOM NOM ADJ VER:pper;3
NOM NAM VER:pper;3
NOM NAM ADV ADJ;3
NOM ADJ VER:pper VER:pper;3
NOM VER:pper ADJ PRP:det NOM ADJ;3
NOM VER:pper ADJ PRP:det NOM;3
NUM NUM;3
NOM ADV ADJ PRP NOM ADJ;3
NOM PRP NOM PRP NOM PRP DET:ART NOM;3
ABR VER:pper PRP DET:ART NOM ADJ;3
NOM VER:ppre DET:ART NOM PRP NOM PRP NOM;3
NOM NOM ADJ PRP NOM;3
NOM PRP:det NOM ADJ PRP NOM;3
NOM PRP:det NOM PRP:det NOM PRP NOM;3
ADJ NOM KON NOM;3
NOM VER:pper VER:pper;3
ADJ NOM VER:subi NOM;3
NOM KON VER:pper;3
NOM PRP NAM NUM;3
NOM NUM PRP:det NOM;3
NOM PRP DET:ART NOM ADJ PRP DET:ART NOM PRP:det NOM;3
NOM KON NOM ADJ ADJ;3
VER:pper KON VER:pper;3
NOM PRP NOM PRP:det NOM VER:ppre PRP DET:ART NOM NAM;3
NOM ADJ PRP NOM ADJ VER:pper;3
NOM PRP NOM PRP NOM PRP DET:ART NAM;3
NOM PRP NOM PRP NOM PRP DET:ART NOM PRP NOM;3
VER:ppre DET:ART NAM;3
NOM ADJ ADJ PRP NOM NOM;3
ADJ NOM ADJ ADJ ADJ;3
NOM VER:ppre PRP DET:ART NOM ADJ;3
NOM PRP ADJ NOM ADJ KON ADJ;3
NOM PRP NAM PRP NOM NAM;3
VER:pper PRP NOM ADJ ADJ;3
NOM ABR PRP NOM ADJ;3
ADJ NOM VER:pres NOM;3
ADJ VER:ppre DET:ART NOM;3
NOM PRP ADJ NOM ABR;3
NOM NUM PRP NOM ADJ;3
NOM PRP NAM PRP NOM ADJ;3
VER:pper PRP DET:ART NOM ADJ;3
NOM ADJ PRP DET:ART NAM ADJ;3
NOM ADJ ADJ PRP DET:ART NOM PRP:det NOM;3
NOM ADJ PRP DET:ART NOM NAM;3
NOM ADJ NAM ABR;3
NAM VER:pres VER:pper;3
ADJ NOM PRP:det NOM VER:pper;3
NOM ADJ PRP:det NOM PRP NOM NUM;3
NOM NUM NOM ADJ;3
NOM PRP:det NOM KON PRP:det NOM ADJ;3
NOM VER:ppre PRP:det NOM ADJ;3
NOM VER:pres NOM NUM;3
NOM ADJ VER:pres NOM;3
NOM NAM PRP NOM ADJ;3
NOM ABR PRP NAM;3
ABR PRP NOM;3
NOM NAM DET:ART NAM;3
NOM ADJ PRP DET:ART NOM PRP:det NOM ADJ;3
NOM PRP NOM PRP NOM ADJ PRP NOM;3
NOM ADJ ADV VER:pper;3
VER:pper PRP NOM PRP NOM;3
NOM ADV NOM;3
NOM NUM PUN NAM;3
ADJ NOM PRP DET:ART NOM ADJ;3
NOM NOM VER:pres ADJ;3
NUM NOM PRP NOM;3
NUM NOM PRP DET:ART NOM;3
NOM ADJ PRP NAM PRP NAM;3
NOM PRP ADJ NOM PRP DET:ART NOM;3
NOM VER:simp PRP NOM;3
NOM PRP NOM PRP NOM NOM PRP NOM;3
NOM PRP NOM KON PRP NOM PRP NOM;3
VER:simp ADJ NOM;3
NOM NOM PRP:det NOM PRP NOM NOM;3
NOM NOM VER:pper PRP NOM NUM;3
ADJ PRP ADJ NOM PRP DET:ART NOM;3
ADJ PRP ADJ NOM VER:pper;3
ADJ NOM NOM ADJ NOM NUM;3
NOM ADJ PRP NOM PRP NAM;3
NAM NAM NAM NAM NAM NAM;3
NOM PRP:det NAM NOM PRP:det NAM;3
NOM PRP NOM PRP PRP:det NOM ADJ;3
